hop_category,timestamp,head_id,head_name,relation_id,relation_name,tail_id,true_entity_id,true_entity_name,predicted_entity_id,predicted_entity_name,rank,score,is_correct
4+hop,349,2981,Terrorist_(Taliban),10,Use_unconventional_violence,588,588,Education_(Pakistan),15,Afghanistan,84,-1.0262608528137207,False
4+hop,349,152,Amnesty_International,2,Make_an_appeal_or_request,1990,1990,Party_Member_(Sri_Lanka),233,Other_Authorities_/_Officials_(Egypt),3352,-2.81567645072937,False
4+hop,350,941,Congress_of_South_African_Trade_Unions,8,Criticize_or_denounce,588,588,Education_(Pakistan),223,Government_(South_Africa),6354,-1.347333550453186,False
4+hop,350,4685,Kahinda_Otafiire,8,Criticize_or_denounce,1724,1724,National_Resistance_Movement,0,China,6278,-1.334638237953186,False
4+hop,350,2795,Head_of_Government_(Mozambique),7,Praise_or_endorse,1336,1336,Sahrawi_people,234,Michael_Sata,3850,-2.7914321422576904,False
4+hop,351,3018,Activist_(Belarus),0,Make_statement,1933,1933,Government_(Belarus),1987,Party_Member_(Belarus),4,-2.4998481273651123,False
4+hop,351,2981,Terrorist_(Taliban),10,Use_unconventional_violence,588,588,Education_(Pakistan),15,Afghanistan,2,-1.4572594165802002,False
4+hop,351,1556,Cabinet_/_Council_of_Ministers_/_Advisors_(Jordan),18,Investigate,4293,4293,Children_(Jordan),823,Police_(Jordan),23,-1.7234290838241577,False
4+hop,352,1185,Greenpeace,0,Make_statement,1245,1245,Lawyer/Attorney_(Peru),1185,Greenpeace,4431,-2.802701473236084,False
4+hop,352,1245,Lawyer/Attorney_(Peru),18,Investigate,1185,1185,Greenpeace,914,Head_of_Government_(Peru),2807,-2.081592082977295,False
4+hop,353,13,Xi_Jinping,2,Make_an_appeal_or_request,3097,3097,Citizen_(Macao),229,Military_(China),2278,-1.1671626567840576,False
4+hop,353,2981,Terrorist_(Taliban),10,Use_unconventional_violence,588,588,Education_(Pakistan),588,Education_(Pakistan),1,-0.7349675893783569,True
4+hop,355,1347,Ali_Bongo_Ondimba,2,Make_an_appeal_or_request,3706,3706,Government_(Gabon),10,France,5586,-1.5127830505371094,False
4+hop,355,2581,Military_Personnel_(Liberia),0,Make_statement,2126,2126,Media_(Liberia),3641,Drug_Enforcement_(Liberia),3,-1.9486628770828247,False
4+hop,356,1993,Police_(Dominican_Republic),20,Reject,73,73,Poland,2460,Criminal_(Dominican_Republic),153,-1.6155471801757812,False
4+hop,357,757,Head_of_Government_(Senegal),3,Express_intent_to_meet_or_negotiate,3818,3818,Legislature_(Senegal),264,Macky_Sall,21,-0.6634400486946106,False
