hop_category,timestamp,head_id,head_name,relation_id,relation_name,tail_id,true_entity_id,true_entity_name,predicted_entity_id,predicted_entity_name,rank,score,is_correct
4+hop,349,2981,Terrorist_(Taliban),10,Use_unconventional_violence,588,588,Education_(Pakistan),15,Afghanistan,58,-0.6766658425331116,False
4+hop,349,152,Amnesty_International,2,Make_an_appeal_or_request,1990,1990,Party_Member_(Sri_Lanka),5,Japan,4817,-2.721280336380005,False
4+hop,350,941,Congress_of_South_African_Trade_Unions,8,Criticize_or_denounce,588,588,Education_(Pakistan),29,South_Africa,5303,-2.9978621006011963,False
4+hop,350,4685,Kahinda_Otafiire,8,Criticize_or_denounce,1724,1724,National_Resistance_Movement,0,China,5487,-0.274689644575119,False
4+hop,350,2795,Head_of_Government_(Mozambique),7,Praise_or_endorse,1336,1336,Sahrawi_people,1388,Military_(Mozambique),6409,-1.2923645973205566,False
4+hop,351,3018,Activist_(Belarus),0,Make_statement,1933,1933,Government_(Belarus),1933,Government_(Belarus),1,-1.6889692544937134,True
4+hop,351,2981,Terrorist_(Taliban),10,Use_unconventional_violence,588,588,Education_(Pakistan),15,Afghanistan,6,-0.9182083606719971,False
4+hop,351,1556,Cabinet_/_Council_of_Ministers_/_Advisors_(Jordan),18,Investigate,4293,4293,Children_(Jordan),823,Police_(Jordan),43,-1.4192967414855957,False
4+hop,352,1185,Greenpeace,0,Make_statement,1245,1245,Lawyer/Attorney_(Peru),10,France,2803,-2.2644548416137695,False
4+hop,352,1245,Lawyer/Attorney_(Peru),18,Investigate,1185,1185,Greenpeace,914,Head_of_Government_(Peru),1387,-1.7718682289123535,False
4+hop,353,13,Xi_Jinping,2,Make_an_appeal_or_request,3097,3097,Citizen_(Macao),229,Military_(China),6482,-0.8327593207359314,False
4+hop,353,2981,Terrorist_(Taliban),10,Use_unconventional_violence,588,588,Education_(Pakistan),15,Afghanistan,5,-0.9683489799499512,False
4+hop,355,1347,Ali_Bongo_Ondimba,2,Make_an_appeal_or_request,3706,3706,Government_(Gabon),27,François_Hollande,5490,-0.9751685857772827,False
4+hop,355,2581,Military_Personnel_(Liberia),0,Make_statement,2126,2126,Media_(Liberia),2581,Military_Personnel_(Liberia),10,-1.3492562770843506,False
4+hop,356,1993,Police_(Dominican_Republic),20,Reject,73,73,Poland,2541,Lawyer/Attorney_(Dominican_Republic),1120,-1.476128101348877,False
4+hop,357,757,Head_of_Government_(Senegal),3,Express_intent_to_meet_or_negotiate,3818,3818,Legislature_(Senegal),18,Thailand,60,-2.403852939605713,False
